235,-433.4724
236,-417.7936
237,-417.7936
238,-417.7936
239,-417.7936
240,-412.9024
241,-398.0025
242,-397.6036
243,-397.6036
244,-361.7604
245,-355.6996
246,-343.3609
247,-315.0625
248,-315.0625
249,-315.0625
250,-286.2864
251,-268.6321
252,-268.6321
253,-256.6404
254,-256.6404
255,-231.6484
256,-231.6484
257,-231.6484
258,-231.6484
259,-231.6484
260,-231.6484
261,-231.6484
262,-205.9225
263,-205.9225
264,-205.9225
265,-190.9924
266,-173.9761
267,-161.7984
268,-161.7984
269,-161.7984
270,-144.9616
271,-144.9616
272,-144.9616
273,-123.21
274,-122.9881
275,-122.9881
276,-116.8561
277,-116.8561
278,-113.2096
279,-105.6784
280,-94.4784
281,-88.9249
282,-88.9249
283,-88.9249
284,-88.9249
285,-75.5161
286,-70.7281
287,-57.6081
288,-54.3169
289,-54.3169
290,-48.5809
291,-48.5809
292,-48.5809
293,-48.5809
294,-48.5809
295,-48.5809
296,-45.9684
297,-45.9684
298,-45.9684
299,-45.9684
300,-44.4889
301,-37.3321
302,-37.3321
303,-33.2929
304,-25.6036
305,-25.6036
306,-25.6036
307,-25.6036
308,-25.6036
309,-25.6036
310,-20.4304
311,-15.3664
312,-11.9716
313,-11.9716
314,-11.9716
315,-11.9716
316,-11.9716
317,-11.9716
318,-7.5625
319,-7.5625
320,-3.4596
321,-2.7556
322,-2.7556
323,-0.7569
324,-0.4624
325,-0.4624
326,-0.4624
327,-0.0784
328,-0.0256
329,-0.0256
330,-0.0121
331,-0.0121
332,-0.0121
333,-0.0121
334,-0.0121
335,-0.0009
336,-0.0009
337,-0.0009
338,-0.0009
339,-0.0009
340,-0.0009
341,-0.0009
342,-0.0009
343,-0.0001
344,-0.0001
345,-0.0001
346,-0.0001
347,-0.0001
348,-0.0001
349,-0.0001
350,-0.0001
351,-0.0001
352,-0.0001
353,-0.0001
354,-0.0001
355,-0.0001
356,-0.0001
357,-0.0001
358,-0.0001
359,-0.0001
360,-0.0001
361,-0.0001
362,-0.0001
363,-0.0001
364,-0.0001
365,-0.0001
366,-0.0001
367,-0.0001
368,-0.0001
369,-0.0001
370,-0.0001
371,-0.0001
372,-0.0001
373,-0.0001
374,-0.0001
375,-0.0001
376,-0.0001
377,-0.0001
378,-0.0001
379,-0.0001
380,-0.0001
381,-0.0001
382,-0.0001
383,-0.0001
384,-0.0001
385,-0.0001
386,-0.0001
387,-0.0001
388,-0.0001
389,-0.0001
390,-0.0001
391,-0.0001
392,-0.0001
393,-0.0001
394,-0.0001
395,-0.0001
396,-0.0001
397,-0.0001
398,-0.0001
399,-0.0001
400,-0.0001
401,-0.0001
402,-0.0001
403,-0.0001
404,-0.0001
405,-0.0001
406,-0.0001
407,-0.0001
408,-0.0001
409,-0.0001
410,-0.0001
411,-0.0001
412,-0.0001
413,-0.0001
414,-0.0001
415,-0.0001
416,-0.0001
417,-0.0001
418,-0.0001
419,-0.0001
420,-0.0001
421,-0.0001
422,-0.0001
423,-0.0001
424,-0.0001
425,-0.0001
426,-0.0001
427,-0.0001
428,-0.0001
429,-0.0001
430,-0.0001
431,-0.0001
432,-0.0001
433,-0.0001
434,-0.0001
435,-0.0001
436,-0.0001
437,-0.0001
438,-0.0001
439,-0.0001
440,-0.0001
441,-0.0001
442,-0.0001
443,-0.0001
444,-0.0001
445,-0.0001
446,-0.0001
447,-0.0001
448,-0.0001
449,-0.0001
450,-0.0001
451,-0.0001
452,-0.0001
453,-0.0001
454,-0.0001
455,-0.0001
456,-0.0001
457,-0.0001
458,-0.0001
459,-0.0001
460,-0.0001
461,-0.0001
462,-0.0001
463,-0.0001
464,-0.0001
465,-0.0001
466,-0.0001
467,-0.0001
468,-0.0001
469,-0.0001
470,-0.0001
471,-0.0001
472,-0.0001
473,-0.0001
474,-0.0001
475,-0.0001
476,-0.0001
477,-0.0001
478,-0.0001
479,-0.0001
480,-0.0001
481,-0.0001
482,-0.0001
483,-0.0001
484,-0.0001
485,-0.0001
486,-0.0001
487,-0.0001
488,-0.0001
489,-0.0001
490,-0.0001
491,-0.0001
492,-0.0001
493,-0.0001
494,-0.0001
495,-0.0001
496,-0.0001
497,-0.0001
498,-0.0001
499,-0.0001
