0,-5975.29
1,-5975.29
2,-5975.29
3,-5921.3025
4,-5852.25
5,-5852.25
6,-5732.0041
7,-5732.0041
8,-5643.0144
9,-5548.7601
10,-5548.7601
11,-5548.7601
12,-5548.7601
13,-5459.7321
14,-5352.3856
15,-5352.3856
16,-5352.3856
17,-5352.3856
18,-5209.9524
19,-5175.3636
20,-5119.4025
21,-5004.1476
22,-4870.6441
23,-4870.6441
24,-4870.6441
25,-4870.6441
26,-4776.1921
27,-4776.1921
28,-4776.1921
29,-4776.1921
30,-4776.1921
31,-4651.24
32,-4544.1081
33,-4544.1081
34,-4544.1081
35,-4540.0644
36,-4540.0644
37,-4482.3025
38,-4482.3025
39,-4450.2241
40,-4450.2241
41,-4450.2241
42,-4323.0625
43,-4251.04
44,-4138.3489
45,-4087.0449
46,-3999.2976
47,-3999.2976
48,-3952.6369
49,-3952.6369
50,-3952.6369
51,-3952.6369
52,-3850.2025
53,-3834.0864
54,-3766.2769
55,-3691.7776
56,-3656.6209
57,-3631.2676
58,-3631.2676
59,-3539.0601
60,-3497.5396
61,-3497.5396
62,-3497.5396
63,-3497.5396
64,-3415.2336
65,-3415.2336
66,-3323.5225
67,-3323.5225
68,-3228.5124
69,-3116.9889
70,-3044.8324
71,-2985.5296
72,-2985.5296
73,-2982.2521
74,-2889.0625
75,-2787.84
76,-2787.84
77,-2784.6729
78,-2784.6729
79,-2712.3264
80,-2699.8416
81,-2699.8416
82,-2649.1609
83,-2649.1609
84,-2649.1609
85,-2649.1609
86,-2578.6084
87,-2559.3481
88,-2559.3481
89,-2559.3481
90,-2559.3481
91,-2559.3481
92,-2559.3481
93,-2559.3481
94,-2548.2304
95,-2454.2116
96,-2403.9409
97,-2373.6384
98,-2327.0976
99,-2327.0976
100,-2325.1684
101,-2323.24
102,-2323.24
103,-2323.24
104,-2261.9536
105,-2261.9536
106,-2261.9536
107,-2234.4529
108,-2234.4529
109,-2234.4529
110,-2175.2896
111,-2161.3201
112,-2096.7241
113,-2096.7241
114,-2096.7241
115,-2096.7241
116,-2096.7241
117,-2027.7009
118,-2027.7009
119,-2027.7009
120,-2027.7009
121,-2027.7009
122,-1970.4721
123,-1916.6884
124,-1916.6884
125,-1916.6884
126,-1888.7716
127,-1888.7716
128,-1888.7716
129,-1888.7716
130,-1888.7716
131,-1888.7716
132,-1879.2225
133,-1826.7076
134,-1787.5984
135,-1732.2244
136,-1699.9129
137,-1654.0489
138,-1654.0489
139,-1654.0489
140,-1646.7364
141,-1614.4324
142,-1614.4324
143,-1594.4049
144,-1594.4049
145,-1594.4049
146,-1594.4049
147,-1594.4049
148,-1588.8196
149,-1576.8841
150,-1576.8841
151,-1521.0
152,-1488.4164
153,-1458.4761
154,-1425.8176
155,-1391.29
156,-1391.29
157,-1391.29
158,-1391.29
159,-1360.1344
160,-1360.1344
161,-1360.1344
162,-1360.1344
163,-1354.24
164,-1354.24
165,-1354.24
166,-1354.24
167,-1308.9924
168,-1308.9924
169,-1308.9924
170,-1264.5136
171,-1227.8016
172,-1227.8016
173,-1227.8016
174,-1227.8016
175,-1222.2016
176,-1222.2016
177,-1221.5025
178,-1193.7025
179,-1156.6801
180,-1124.9316
181,-1124.9316
182,-1066.6756
183,-1066.6756
184,-1026.5616
185,-1026.5616
186,-1026.5616
187,-1026.5616
188,-1026.5616
189,-1026.5616
190,-1026.5616
191,-985.96
192,-985.96
193,-930.25
194,-910.2289
195,-910.2289
196,-910.2289
197,-905.4081
198,-881.4961
199,-881.4961
200,-880.9024
201,-825.9876
202,-825.9876
203,-825.9876
204,-794.1124
205,-794.1124
206,-768.3984
207,-768.3984
208,-722.5344
209,-722.5344
210,-722.5344
211,-722.5344
212,-678.0816
213,-629.0064
214,-622.0036
215,-622.0036
216,-622.0036
217,-599.7601
218,-599.7601
219,-579.8464
220,-579.8464
221,-579.8464
222,-570.7321
223,-570.7321
224,-570.7321
225,-548.4964
226,-513.9289
227,-470.0224
228,-470.0224
229,-460.5316
230,-460.5316
231,-460.5316
232,-460.5316
233,-433.4724
234,-433.4724
